FIPStxt;State;Area name;Population 2020;;;;;;
25005;MA;Bristol County;579.200;;;;;;
25007;MA;Dukes County;20.600;;;;;;
25009;MA;Essex County;809.829;;;;;;
25011;MA;Franklin County;71.029;;;;;;
25013;MA;Hampden County;465.825;;;;;;
25015;MA;Hampshire County;162.308;;;;;;
25017;MA;Middlesex County;1.632.002;;;;;;
25019;MA;Nantucket County;14.255;;;;;;
25021;MA;Norfolk County;725.981;;;;;;
25023;MA;Plymouth County;530.819;;;;;;
25025;MA;Suffolk County;797.936;;;;;;
25027;MA;Worcester County;862.111;;;;;;
26000;MI;Michigan;10.077.331;;;;;;
26001;MI;Alcona County;10.167;;;;;;
26003;MI;Alger County;8.842;;;;;;
26005;MI;Allegan County;120.502;;;;;;
26007;MI;Alpena County;28.907;;;;;;
26009;MI;Antrim County;23.431;;;;;;
26011;MI;Arenac County;15.002;;;;;;
26013;MI;Baraga County;8.158;;;;;;
26015;MI;Barry County;62.423;;;;;;
26017;MI;Bay County;103.856;;;;;;
26019;MI;Benzie County;17.970;;;;;;
26021;MI;Berrien County;154.316;;;;;;
26023;MI;Branch County;44.862;;;;;;
26025;MI;Calhoun County;134.310;;;;;;
26027;MI;Cass County;51.589;;;;;;
26029;MI;Charlevoix County;26.054;;;;;;
26031;MI;Cheboygan County;25.579;;;;;;
26033;MI;Chippewa County;36.785;;;;;;
26035;MI;Clare County;30.856;;;;;;
26037;MI;Clinton County;79.128;;;;;;
26039;MI;Crawford County;12.988;;;;;;
26041;MI;Delta County;36.903;;;;;;
26043;MI;Dickinson County;25.947;;;;;;
26045;MI;Eaton County;109.175;;;;;;
26047;MI;Emmet County;34.112;;;;;;
26049;MI;Genesee County;406.211;;;;;;
26051;MI;Gladwin County;25.386;;;;;;
26053;MI;Gogebic County;14.380;;;;;;
26055;MI;Grand Traverse County;95.238;;;;;;
26057;MI;Gratiot County;41.761;;;;;;
26059;MI;Hillsdale County;45.746;;;;;;
26061;MI;Houghton County;37.361;;;;;;
26063;MI;Huron County;31.407;;;;;;
26065;MI;Ingham County;284.900;;;;;;
26067;MI;Ionia County;66.804;;;;;;
26069;MI;Iosco County;25.237;;;;;;
26071;MI;Iron County;11.631;;;;;;
26073;MI;Isabella County;64.394;;;;;;
26075;MI;Jackson County;160.366;;;;;;
26077;MI;Kalamazoo County;261.670;;;;;;
26079;MI;Kalkaska County;17.939;;;;;;
26081;MI;Kent County;657.974;;;;;;
26083;MI;Keweenaw County;2.046;;;;;;
26085;MI;Lake County;12.096;;;;;;
26087;MI;Lapeer County;88.619;;;;;;
26089;MI;Leelanau County;22.301;;;;;;
26091;MI;Lenawee County;99.423;;;;;;
26093;MI;Livingston County;193.866;;;;;;
26095;MI;Luce County;5.339;;;;;;
26097;MI;Mackinac County;10.834;;;;;;
26099;MI;Macomb County;881.217;;;;;;
26101;MI;Manistee County;25.032;;;;;;
26103;MI;Marquette County;66.017;;;;;;
26105;MI;Mason County;29.052;;;;;;
26107;MI;Mecosta County;39.714;;;;;;
26109;MI;Menominee County;23.502;;;;;;
26111;MI;Midland County;83.494;;;;;;
26113;MI;Missaukee County;15.052;;;;;;
26115;MI;Monroe County;154.809;;;;;;
26117;MI;Montcalm County;66.614;;;;;;
26119;MI;Montmorency County;9.153;;;;;;
26121;MI;Muskegon County;175.824;;;;;;
26123;MI;Newaygo County;49.978;;;;;;
26125;MI;Oakland County;1.274.395;;;;;;
26127;MI;Oceana County;26.659;;;;;;
26129;MI;Ogemaw County;20.770;;;;;;
26131;MI;Ontonagon County;5.816;;;;;;
26133;MI;Osceola County;22.891;;;;;;
26135;MI;Oscoda County;8.219;;;;;;
26137;MI;Otsego County;25.091;;;;;;
26139;MI;Ottawa County;296.200;;;;;;
26141;MI;Presque Isle County;12.982;;;;;;
26143;MI;Roscommon County;23.459;;;;;;
26145;MI;Saginaw County;190.124;;;;;;
26147;MI;St. Clair County;160.383;;;;;;
26149;MI;St. Joseph County;60.939;;;;;;
26151;MI;Sanilac County;40.611;;;;;;
26153;MI;Schoolcraft County;8.047;;;;;;
26155;MI;Shiawassee County;68.094;;;;;;
26157;MI;Tuscola County;53.323;;;;;;
26159;MI;Van Buren County;75.587;;;;;;
26161;MI;Washtenaw County;372.258;;;;;;
26163;MI;Wayne County;1.793.561;;;;;;
26165;MI;Wexford County;33.673;;;;;;
27000;MN;Minnesota;5.706.494;;;;;;
27001;MN;Aitkin County;15.697;;;;;;
27003;MN;Anoka County;363.887;;;;;;
27005;MN;Becker County;35.183;;;;;;
27007;MN;Beltrami County;46.228;;;;;;
27009;MN;Benton County;41.379;;;;;;
27011;MN;Big Stone County;5.166;;;;;;
27013;MN;Blue Earth County;69.112;;;;;;
27015;MN;Brown County;25.912;;;;;;
27017;MN;Carlton County;36.207;;;;;;
27019;MN;Carver County;106.922;;;;;;
27021;MN;Cass County;30.066;;;;;;
27023;MN;Chippewa County;12.598;;;;;;
27025;MN;Chisago County;56.621;;;;;;
27027;MN;Clay County;65.318;;;;;;
27029;MN;Clearwater County;8.524;;;;;;
27031;MN;Cook County;5.600;;;;;;
27033;MN;Cottonwood County;11.517;;;;;;
27035;MN;Crow Wing County;66.123;;;;;;
27037;MN;Dakota County;439.882;;;;;;
27039;MN;Dodge County;20.867;;;;;;
27041;MN;Douglas County;39.006;;;;;;
27043;MN;Faribault County;13.921;;;;;;
27045;MN;Fillmore County;21.228;;;;;;
27047;MN;Freeborn County;30.895;;;;;;
27049;MN;Goodhue County;47.582;;;;;;
27051;MN;Grant County;6.074;;;;;;
27053;MN;Hennepin County;1.281.565;;;;;;
27055;MN;Houston County;18.843;;;;;;
27057;MN;Hubbard County;21.344;;;;;;
27059;MN;Isanti County;41.135;;;;;;
27061;MN;Itasca County;45.014;;;;;;
27063;MN;Jackson County;9.989;;;;;;
27065;MN;Kanabec County;16.032;;;;;;
27067;MN;Kandiyohi County;43.732;;;;;;
27069;MN;Kittson County;4.207;;;;;;
27071;MN;Koochiching County;12.062;;;;;;
27073;MN;Lac qui Parle County;6.719;;;;;;
27075;MN;Lake County;10.905;;;;;;
27077;MN;Lake of the Woods County;3.763;;;;;;
27079;MN;Le Sueur County;28.674;;;;;;
27081;MN;Lincoln County;5.640;;;;;;
27083;MN;Lyon County;25.269;;;;;;
27085;MN;McLeod County;36.771;;;;;;
27087;MN;Mahnomen County;5.411;;;;;;
27089;MN;Marshall County;9.040;;;;;;
27091;MN;Martin County;20.025;;;;;;
27093;MN;Meeker County;23.400;;;;;;
27095;MN;Mille Lacs County;26.459;;;;;;
27097;MN;Morrison County;34.010;;;;;;
27099;MN;Mower County;40.029;;;;;;
27101;MN;Murray County;8.179;;;;;;
27103;MN;Nicollet County;34.454;;;;;;
27105;MN;Nobles County;22.290;;;;;;
27107;MN;Norman County;6.441;;;;;;
27109;MN;Olmsted County;162.847;;;;;;
27111;MN;Otter Tail County;60.081;;;;;;
27113;MN;Pennington County;13.992;;;;;;
27115;MN;Pine County;28.876;;;;;;
27117;MN;Pipestone County;9.424;;;;;;
27119;MN;Polk County;31.192;;;;;;
27121;MN;Pope County;11.308;;;;;;
27123;MN;Ramsey County;552.352;;;;;;
27125;MN;Red Lake County;3.935;;;;;;
27127;MN;Redwood County;15.425;;;;;;
27129;MN;Renville County;14.723;;;;;;
27131;MN;Rice County;67.097;;;;;;
27133;MN;Rock County;9.704;;;;;;
27135;MN;Roseau County;15.331;;;;;;
27137;MN;St. Louis County;200.231;;;;;;
27139;MN;Scott County;150.928;;;;;;
27141;MN;Sherburne County;97.183;;;;;;
27143;MN;Sibley County;14.836;;;;;;
27145;MN;Stearns County;158.292;;;;;;
27147;MN;Steele County;37.406;;;;;;
27149;MN;Stevens County;9.671;;;;;;
27151;MN;Swift County;9.838;;;;;;
27153;MN;Todd County;25.262;;;;;;
27155;MN;Traverse County;3.360;;;;;;
27157;MN;Wabasha County;21.387;;;;;;
27159;MN;Wadena County;14.065;;;;;;
27161;MN;Waseca County;18.968;;;;;;
27163;MN;Washington County;267.568;;;;;;
27165;MN;Watonwan County;11.253;;;;;;
27167;MN;Wilkin County;6.506;;;;;;
27169;MN;Winona County;49.671;;;;;;
27171;MN;Wright County;141.337;;;;;;
27173;MN;Yellow Medicine County;9.528;;;;;;
28000;MS;Mississippi;2.961.279;;;;;;
28001;MS;Adams County;29.538;;;;;;
28003;MS;Alcorn County;34.740;;;;;;
28005;MS;Amite County;12.720;;;;;;
28007;MS;Attala County;17.889;;;;;;
28009;MS;Benton County;7.646;;;;;;
28011;MS;Bolivar County;30.985;;;;;;
28013;MS;Calhoun County;13.266;;;;;;
28015;MS;Carroll County;9.998;;;;;;
28017;MS;Chickasaw County;17.106;;;;;;
28019;MS;Choctaw County;8.246;;;;;;
28021;MS;Claiborne County;9.135;;;;;;
28023;MS;Clarke County;15.615;;;;;;
28025;MS;Clay County;18.636;;;;;;
28027;MS;Coahoma County;21.390;;;;;;
28029;MS;Copiah County;28.368;;;;;;
28031;MS;Covington County;18.340;;;;;;
28033;MS;DeSoto County;185.314;;;;;;
28035;MS;Forrest County;78.158;;;;;;
28037;MS;Franklin County;7.675;;;;;;
28039;MS;George County;24.350;;;;;;
28041;MS;Greene County;13.530;;;;;;
28043;MS;Grenada County;21.629;;;;;;
28045;MS;Hancock County;46.053;;;;;;
28047;MS;Harrison County;208.621;;;;;;
28049;MS;Hinds County;227.742;;;;;;
28051;MS;Holmes County;17.000;;;;;;
28053;MS;Humphreys County;7.785;;;;;;
28055;MS;Issaquena County;1.338;;;;;;
28057;MS;Itawamba County;23.863;;;;;;
28059;MS;Jackson County;143.252;;;;;;
28061;MS;Jasper County;16.367;;;;;;
28063;MS;Jefferson County;7.260;;;;;;
28065;MS;Jefferson Davis County;11.321;;;;;;
28067;MS;Jones County;67.246;;;;;;
28069;MS;Kemper County;8.988;;;;;;
28071;MS;Lafayette County;55.813;;;;;;
28073;MS;Lamar County;64.222;;;;;;
28075;MS;Lauderdale County;72.984;;;;;;
28077;MS;Lawrence County;12.016;;;;;;
28079;MS;Leake County;21.275;;;;;;
28081;MS;Lee County;83.343;;;;;;
28083;MS;Leflore County;28.339;;;;;;
28085;MS;Lincoln County;34.907;;;;;;
28087;MS;Lowndes County;58.879;;;;;;
28089;MS;Madison County;109.145;;;;;;
28091;MS;Marion County;24.441;;;;;;
28093;MS;Marshall County;33.752;;;;;;
28095;MS;Monroe County;34.180;;;;;;
28097;MS;Montgomery County;9.822;;;;;;
28099;MS;Neshoba County;29.087;;;;;;
28101;MS;Newton County;21.291;;;;;;
28103;MS;Noxubee County;10.285;;;;;;
28105;MS;Oktibbeha County;51.788;;;;;;
28107;MS;Panola County;33.208;;;;;;
28109;MS;Pearl River County;56.145;;;;;;
28111;MS;Perry County;11.511;;;;;;
28113;MS;Pike County;40.324;;;;;;
28115;MS;Pontotoc County;31.184;;;;;;
28117;MS;Prentiss County;25.008;;;;;;
28119;MS;Quitman County;6.176;;;;;;
28121;MS;Rankin County;157.031;;;;;;
28123;MS;Scott County;27.990;;;;;;
28125;MS;Sharkey County;3.800;;;;;;
28127;MS;Simpson County;25.949;;;;;;
28129;MS;Smith County;14.209;;;;;;
28131;MS;Stone County;18.333;;;;;;
28133;MS;Sunflower County;25.971;;;;;;
28135;MS;Tallahatchie County;12.715;;;;;;
28137;MS;Tate County;28.064;;;;;;
28139;MS;Tippah County;21.815;;;;;;
28141;MS;Tishomingo County;18.850;;;;;;
28143;MS;Tunica County;9.782;;;;;;
28145;MS;Union County;27.777;;;;;;
28147;MS;Walthall County;13.884;;;;;;
28149;MS;Warren County;44.722;;;;;;
28151;MS;Washington County;44.922;;;;;;
28153;MS;Wayne County;19.779;;;;;;
28155;MS;Webster County;9.926;;;;;;
28157;MS;Wilkinson County;8.587;;;;;;
28159;MS;Winston County;17.714;;;;;;
28161;MS;Yalobusha County;12.481;;;;;;
28163;MS;Yazoo County;26.743;;;;;;
29000;MO;Missouri;6.154.913;;;;;;
29001;MO;Adair County;25.314;;;;;;
29003;MO;Andrew County;18.135;;;;;;
29005;MO;Atchison County;5.305;;;;;;
29007;MO;Audrain County;24.962;;;;;;
29009;MO;Barry County;34.534;;;;;;
29011;MO;Barton County;11.637;;;;;;
29013;MO;Bates County;16.042;;;;;;
29015;MO;Benton County;19.394;;;;;;
29017;MO;Bollinger County;10.567;;;;;;
29019;MO;Boone County;183.610;;;;;;
29021;MO;Buchanan County;84.793;;;;;;
29023;MO;Butler County;42.130;;;;;;
29025;MO;Caldwell County;8.815;;;;;;
29027;MO;Callaway County;44.283;;;;;;
29029;MO;Camden County;42.745;;;;;;
29031;MO;Cape Girardeau County;81.710;;;;;;
29033;MO;Carroll County;8.495;;;;;;
29035;MO;Carter County;5.202;;;;;;
29037;MO;Cass County;107.824;;;;;;
29039;MO;Cedar County;14.188;;;;;;
29041;MO;Chariton County;7.408;;;;;;
29043;MO;Christian County;88.842;;;;;;
29045;MO;Clark County;6.634;;;;;;
29047;MO;Clay County;253.335;;;;;;
29049;MO;Clinton County;21.184;;;;;;
29051;MO;Cole County;77.279;;;;;;
29053;MO;Cooper County;17.103;;;;;;
29055;MO;Crawford County;23.056;;;;;;
29057;MO;Dade County;7.569;;;;;;
29059;MO;Dallas County;17.071;;;;;;
29061;MO;Daviess County;8.430;;;;;;
29063;MO;DeKalb County;11.029;;;;;;
29065;MO;Dent County;14.421;;;;;;
29067;MO;Douglas County;11.578;;;;;;
29069;MO;Dunklin County;28.283;;;;;;
29071;MO;Franklin County;104.682;;;;;;
29073;MO;Gasconade County;14.794;;;;;;
29075;MO;Gentry County;6.162;;;;;;
29077;MO;Greene County;298.915;;;;;;
29079;MO;Grundy County;9.808;;;;;;
29081;MO;Harrison County;8.157;;;;;;
29083;MO;Henry County;21.946;;;;;;
29085;MO;Hickory County;8.279;;;;;;
29087;MO;Holt County;4.223;;;;;;
29089;MO;Howard County;10.151;;;;;;
29091;MO;Howell County;39.750;;;;;;
29093;MO;Iron County;9.537;;;;;;
29095;MO;Jackson County;717.204;;;;;;
29097;MO;Jasper County;122.761;;;;;;
29099;MO;Jefferson County;226.739;;;;;;
29101;MO;Johnson County;54.013;;;;;;
29103;MO;Knox County;3.744;;;;;;
29105;MO;Laclede County;36.039;;;;;;
29107;MO;Lafayette County;32.984;;;;;;
29109;MO;Lawrence County;38.001;;;;;;
29111;MO;Lewis County;10.032;;;;;;
29113;MO;Lincoln County;59.574;;;;;;
29115;MO;Linn County;11.874;;;;;;
29117;MO;Livingston County;14.557;;;;;;
29119;MO;McDonald County;23.303;;;;;;
29121;MO;Macon County;15.209;;;;;;
29123;MO;Madison County;12.626;;;;;;
29125;MO;Maries County;8.432;;;;;;
29127;MO;Marion County;28.525;;;;;;
29129;MO;Mercer County;3.538;;;;;;
29131;MO;Miller County;24.722;;;;;;
29133;MO;Mississippi County;12.577;;;;;;
29135;MO;Moniteau County;15.473;;;;;;
29137;MO;Monroe County;8.666;;;;;;
29139;MO;Montgomery County;11.322;;;;;;
29141;MO;Morgan County;21.006;;;;;;
29143;MO;New Madrid County;16.434;;;;;;
29145;MO;Newton County;58.648;;;;;;
29147;MO;Nodaway County;21.241;;;;;;
29149;MO;Oregon County;8.635;;;;;;
29151;MO;Osage County;13.274;;;;;;
29153;MO;Ozark County;8.553;;;;;;
29155;MO;Pemiscot County;15.661;;;;;;
29157;MO;Perry County;18.956;;;;;;
29159;MO;Pettis County;42.980;;;;;;
29161;MO;Phelps County;44.638;;;;;;
29163;MO;Pike County;17.587;;;;;;
29165;MO;Platte County;106.718;;;;;;
29167;MO;Polk County;31.519;;;;;;
29169;MO;Pulaski County;53.955;;;;;;
29171;MO;Putnam County;4.681;;;;;;
29173;MO;Ralls County;10.355;;;;;;
29175;MO;Randolph County;24.716;;;;;;
29177;MO;Ray County;23.158;;;;;;
29179;MO;Reynolds County;6.096;;;;;;
29181;MO;Ripley County;10.679;;;;;;
29183;MO;St. Charles County;405.262;;;;;;
29185;MO;St. Clair County;9.284;;;;;;
29186;MO;Ste. Genevieve County;18.479;;;;;;
29187;MO;St. Francois County;66.922;;;;;;
29189;MO;St. Louis County;1.004.125;;;;;;
29195;MO;Saline County;23.333;;;;;;
29197;MO;Schuyler County;4.032;;;;;;
29199;MO;Scotland County;4.716;;;;;;
29201;MO;Scott County;38.059;;;;;;
29203;MO;Shannon County;7.031;;;;;;
29205;MO;Shelby County;6.103;;;;;;
29207;MO;Stoddard County;28.672;;;;;;
29209;MO;Stone County;31.076;;;;;;
29211;MO;Sullivan County;5.999;;;;;;
29213;MO;Taney County;56.066;;;;;;
29215;MO;Texas County;24.487;;;;;;
29217;MO;Vernon County;19.707;;;;;;
29219;MO;Warren County;35.532;;;;;;
29221;MO;Washington County;23.514;;;;;;
29223;MO;Wayne County;10.974;;;;;;
29225;MO;Webster County;39.085;;;;;;
29227;MO;Worth County;1.973;;;;;;
29229;MO;Wright County;18.188;;;;;;
29510;MO;St. Louis city;301.578;;;;;;
30000;MT;Montana;1.084.225;;;;;;
30001;MT;Beaverhead County;9.371;;;;;;
30003;MT;Big Horn County;13.124;;;;;;
30005;MT;Blaine County;7.044;;;;;;
30007;MT;Broadwater County;6.774;;;;;;
30009;MT;Carbon County;10.473;;;;;;
30011;MT;Carter County;1.415;;;;;;
30013;MT;Cascade County;84.414;;;;;;
30015;MT;Chouteau County;5.895;;;;;;
30017;MT;Custer County;11.867;;;;;;
30019;MT;Daniels County;1.661;;;;;;
30021;MT;Dawson County;8.940;;;;;;
30023;MT;Deer Lodge County;9.421;;;;;;
30025;MT;Fallon County;3.049;;;;;;
30027;MT;Fergus County;11.446;;;;;;
30029;MT;Flathead County;104.357;;;;;;
30031;MT;Gallatin County;118.960;;;;;;
30033;MT;Garfield County;1.173;;;;;;
30035;MT;Glacier County;13.778;;;;;;
30037;MT;Golden Valley County;823;;;;;;
30039;MT;Granite County;3.309;;;;;;
30041;MT;Hill County;16.309;;;;;;
30043;MT;Jefferson County;12.085;;;;;;
30045;MT;Judith Basin County;2.023;;;;;;
30047;MT;Lake County;31.134;;;;;;
30049;MT;Lewis and Clark County;70.973;;;;;;
30051;MT;Liberty County;1.959;;;;;;
30053;MT;Lincoln County;19.677;;;;;;
30055;MT;McCone County;1.729;;;;;;
30057;MT;Madison County;8.623;;;;;;
30059;MT;Meagher County;1.927;;;;;;
30061;MT;Mineral County;4.535;;;;;;
30063;MT;Missoula County;117.922;;;;;;
30065;MT;Musselshell County;4.730;;;;;;
30067;MT;Park County;17.191;;;;;;
30069;MT;Petroleum County;496;;;;;;
30071;MT;Phillips County;4.217;;;;;;
30073;MT;Pondera County;5.898;;;;;;
30075;MT;Powder River County;1.694;;;;;;
30077;MT;Powell County;6.946;;;;;;
30079;MT;Prairie County;1.088;;;;;;
30081;MT;Ravalli County;44.174;;;;;;
30083;MT;Richland County;11.491;;;;;;
30085;MT;Roosevelt County;10.794;;;;;;
30087;MT;Rosebud County;8.329;;;;;;
30089;MT;Sanders County;12.400;;;;;;
30091;MT;Sheridan County;3.539;;;;;;
30093;MT;Silver Bow County;35.133;;;;;;
30095;MT;Stillwater County;8.963;;;;;;
30097;MT;Sweet Grass County;3.678;;;;;;
30099;MT;Teton County;6.226;;;;;;
30101;MT;Toole County;4.971;;;;;;
30103;MT;Treasure County;762;;;;;;
30105;MT;Valley County;7.578;;;;;;
30107;MT;Wheatland County;2.069;;;;;;
30109;MT;Wibaux County;937;;;;;;
30111;MT;Yellowstone County;164.731;;;;;;
31000;NE;Nebraska;1.961.504;;;;;;
31001;NE;Adams County;31.205;;;;;;
31003;NE;Antelope County;6.295;;;;;;
31005;NE;Arthur County;434;;;;;;
31007;NE;Banner County;674;;;;;;
31009;NE;Blaine County;431;;;;;;
31011;NE;Boone County;5.379;;;;;;
31013;NE;Box Butte County;10.842;;;;;;
31015;NE;Boyd County;1.810;;;;;;
31017;NE;Brown County;2.903;;;;;;
31019;NE;Buffalo County;50.084;;;;;;
31021;NE;Burt County;6.722;;;;;;
31023;NE;Butler County;8.369;;;;;;
31025;NE;Cass County;26.598;;;;;;
31027;NE;Cedar County;8.380;;;;;;
31029;NE;Chase County;3.893;;;;;;
31031;NE;Cherry County;5.455;;;;;;
31033;NE;Cheyenne County;9.468;;;;;;
31035;NE;Clay County;6.104;;;;;;
31037;NE;Colfax County;10.582;;;;;;
31039;NE;Cuming County;9.013;;;;;;
31041;NE;Custer County;10.545;;;;;;
31043;NE;Dakota County;21.582;;;;;;
31045;NE;Dawes County;8.199;;;;;;
31047;NE;Dawson County;24.111;;;;;;
31049;NE;Deuel County;1.838;;;;;;
31051;NE;Dixon County;5.606;;;;;;
31053;NE;Dodge County;37.167;;;;;;
31055;NE;Douglas County;584.526;;;;;;
31057;NE;Dundy County;1.654;;;;;;
31059;NE;Fillmore County;5.551;;;;;;
31061;NE;Franklin County;2.889;;;;;;
31063;NE;Frontier County;2.519;;;;;;
31065;NE;Furnas County;4.636;;;;;;
31067;NE;Gage County;21.704;;;;;;
31069;NE;Garden County;1.874;;;;;;
31071;NE;Garfield County;1.813;;;;;;
31073;NE;Gosper County;1.893;;;;;;
31075;NE;Grant County;611;;;;;;
31077;NE;Greeley County;2.188;;;;;;
31079;NE;Hall County;62.895;;;;;;
31081;NE;Hamilton County;9.429;;;;;;
31083;NE;Harlan County;3.073;;;;;;
31085;NE;Hayes County;856;;;;;;
31087;NE;Hitchcock County;2.616;;;;;;
31089;NE;Holt County;10.127;;;;;;
31091;NE;Hooker County;711;;;;;;
31093;NE;Howard County;6.475;;;;;;
31095;NE;Jefferson County;7.240;;;;;;
31097;NE;Johnson County;5.290;;;;;;
31099;NE;Kearney County;6.688;;;;;;
31101;NE;Keith County;8.335;;;;;;
31103;NE;Keya Paha County;769;;;;;;
31105;NE;Kimball County;3.434;;;;;;
31107;NE;Knox County;8.391;;;;;;
31109;NE;Lancaster County;322.608;;;;;;
31111;NE;Lincoln County;34.676;;;;;;
31113;NE;Logan County;716;;;;;;
31115;NE;Loup County;607;;;;;;
31117;NE;McPherson County;399;;;;;;
31119;NE;Madison County;35.585;;;;;;
31121;NE;Merrick County;7.668;;;;;;
31123;NE;Morrill County;4.555;;;;;;
31125;NE;Nance County;3.380;;;;;;
31127;NE;Nemaha County;7.074;;;;;;
31129;NE;Nuckolls County;4.095;;;;;;
31131;NE;Otoe County;15.912;;;;;;
31133;NE;Pawnee County;2.544;;;;;;
31135;NE;Perkins County;2.858;;;;;;
31137;NE;Phelps County;8.968;;;;;;
31139;NE;Pierce County;7.317;;;;;;
31141;NE;Platte County;34.296;;;;;;
31143;NE;Polk County;5.214;;;;;;
31145;NE;Red Willow County;10.702;;;;;;
31147;NE;Richardson County;7.871;;;;;;
31149;NE;Rock County;1.262;;;;;;
31151;NE;Saline County;14.292;;;;;;
31153;NE;Sarpy County;190.604;;;;;;
31155;NE;Saunders County;22.278;;;;;;
31157;NE;Scotts Bluff County;36.084;;;;;;
31159;NE;Seward County;17.609;;;;;;
31161;NE;Sheridan County;5.127;;;;;;
31163;NE;Sherman County;2.959;;;;;;
31165;NE;Sioux County;1.135;;;;;;
31167;NE;Stanton County;5.842;;;;;;
31169;NE;Thayer County;5.034;;;;;;
31171;NE;Thomas County;669;;;;;;
31173;NE;Thurston County;6.773;;;;;;
31175;NE;Valley County;4.059;;;;;;
31177;NE;Washington County;20.865;;;;;;
31179;NE;Wayne County;9.697;;;;;;
31181;NE;Webster County;3.395;;;;;;
31183;NE;Wheeler County;774;;;;;;
31185;NE;York County;14.125;;;;;;
32000;NV;Nevada;3.104.614;;;;;;
32001;NV;Churchill County;25.516;;;;;;
32003;NV;Clark County;2.265.461;;;;;;
32005;NV;Douglas County;49.488;;;;;;
32007;NV;Elko County;53.702;;;;;;
32009;NV;Esmeralda County;729;;;;;;
32011;NV;Eureka County;1.855;;;;;;
32013;NV;Humboldt County;17.285;;;;;;
32015;NV;Lander County;5.734;;;;;;
32017;NV;Lincoln County;4.499;;;;;;
32019;NV;Lyon County;59.235;;;;;;
32021;NV;Mineral County;4.554;;;;;;
32023;NV;Nye County;51.591;;;;;;
32027;NV;Pershing County;6.650;;;;;;
32029;NV;Storey County;4.104;;;;;;
32031;NV;Washoe County;486.492;;;;;;
32033;NV;White Pine County;9.080;;;;;;
32510;NV;Carson City;58.639;;;;;;
33000;NH;New Hampshire;1.377.529;;;;;;
33001;NH;Belknap County;63.705;;;;;;
33003;NH;Carroll County;50.107;;;;;;
33005;NH;Cheshire County;76.458;;;;;;
33007;NH;Coos County;31.268;;;;;;
33009;NH;Grafton County;91.118;;;;;;
33011;NH;Hillsborough County;422.937;;;;;;
33013;NH;Merrimack County;153.808;;;;;;
33015;NH;Rockingham County;314.176;;;;;;
33017;NH;Strafford County;130.889;;;;;;
33019;NH;Sullivan County;43.063;;;;;;
34000;NJ;New Jersey;9.288.994;;;;;;
34001;NJ;Atlantic County;274.534;;;;;;
34003;NJ;Bergen County;955.732;;;;;;
34005;NJ;Burlington County;461.860;;;;;;
34007;NJ;Camden County;523.485;;;;;;
34009;NJ;Cape May County;95.263;;;;;;
34011;NJ;Cumberland County;154.152;;;;;;
34013;NJ;Essex County;863.728;;;;;;
34015;NJ;Gloucester County;302.294;;;;;;
34017;NJ;Hudson County;724.854;;;;;;
34019;NJ;Hunterdon County;128.947;;;;;;
34021;NJ;Mercer County;387.340;;;;;;
34023;NJ;Middlesex County;863.162;;;;;;
34025;NJ;Monmouth County;643.615;;;;;;
34027;NJ;Morris County;509.285;;;;;;
34029;NJ;Ocean County;637.229;;;;;;
34031;NJ;Passaic County;524.118;;;;;;
34033;NJ;Salem County;64.837;;;;;;
34035;NJ;Somerset County;345.361;;;;;;
34037;NJ;Sussex County;144.221;;;;;;
34039;NJ;Union County;575.345;;;;;;
34041;NJ;Warren County;109.632;;;;;;
35000;NM;New Mexico;2.117.522;;;;;;
35001;NM;Bernalillo County;676.444;;;;;;
35003;NM;Catron County;3.579;;;;;;
35005;NM;Chaves County;65.157;;;;;;
35006;NM;Cibola County;27.172;;;;;;
35007;NM;Colfax County;12.387;;;;;;
35009;NM;Curry County;48.430;;;;;;
35011;NM;De Baca County;1.698;;;;;;
35013;NM;Doña Ana County;219.561;;;;;;
35015;NM;Eddy County;62.314;;;;;;
35017;NM;Grant County;28.185;;;;;;
35019;NM;Guadalupe County;4.452;;;;;;
35021;NM;Harding County;657;;;;;;
35023;NM;Hidalgo County;4.178;;;;;;
35025;NM;Lea County;74.455;;;;;;
35027;NM;Lincoln County;20.269;;;;;;
35028;NM;Los Alamos County;19.419;;;;;;
35029;NM;Luna County;25.427;;;;;;
35031;NM;McKinley County;72.902;;;;;;
35033;NM;Mora County;4.189;;;;;;
35035;NM;Otero County;67.839;;;;;;
35037;NM;Quay County;8.746;;;;;;
35039;NM;Rio Arriba County;40.363;;;;;;
35041;NM;Roosevelt County;19.191;;;;;;
35043;NM;Sandoval County;148.834;;;;;;
35045;NM;San Juan County;121.661;;;;;;
35047;NM;San Miguel County;27.201;;;;;;
35049;NM;Santa Fe County;154.823;;;;;;
35051;NM;Sierra County;11.576;;;;;;
35053;NM;Socorro County;16.595;;;;;;
35055;NM;Taos County;34.489;;;;;;
35057;NM;Torrance County;15.045;;;;;;
35059;NM;Union County;4.079;;;;;;
35061;NM;Valencia County;76.205;;;;;;
36000;NY;New York;20.201.249;;;;;;
36001;NY;Albany County;314.848;;;;;;
36003;NY;Allegany County;46.456;;;;;;
36005;NY;Bronx County;1.472.654;;;;;;
36007;NY;Broome County;198.683;;;;;;
36009;NY;Cattaraugus County;77.042;;;;;;
36011;NY;Cayuga County;76.248;;;;;;
36013;NY;Chautauqua County;127.657;;;;;;
36015;NY;Chemung County;84.148;;;;;;
36017;NY;Chenango County;47.220;;;;;;
